"table_name","column_name","data_type","r_type"
"OZONE_VISIT","pltsize","double precision","double"
"TREE_GRM_BEGIN","volcssnd","double precision","double"
"PLOT","plot_nonsample_reasn_cd","smallint","double"
"TREE_GRM_MIDPT","created_in_instance","character varying","character"
"SOILS_EROSION","plot","integer","double"
"PLOTSNAP","adj_expgrndlyr_microquad","double precision","double"
"DWM_COARSE_WOODY_DEBRIS","cwdid","double precision","double"
"REF_NVCS_HIERARCHY_STRCT","nvcs_level_5_label","character varying","character"
"COND","fldszcd","smallint","double"
"SOILS_LAB","exchng_cu","numeric","double"
"TREE_GRM_MIDPT","drybio_branch","double precision","double"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_5","character varying","character"
"PLOT","manual_rmrs","numeric","double"
"SEEDLING","condid","smallint","double"
"DWM_RESIDUAL_PILE","density","smallint","double"
"SOILS_VISIT","created_date","timestamp without time zone","IDate"
"DWM_TRANSECT_SEGMENT","slope_enddist","double precision","double"
"TREE_GRM_COMPONENT","plt_cn","character varying","character"
"PLOT_REGEN","cycle","smallint","double"
"DWM_FINE_WOODY_DEBRIS","fwd_sample_method","character varying","character"
"REF_NVCS_LEVEL_5_CODES","hierarchy_level_label","character varying","character"
"REF_LICHEN_SPECIES","created_in_instance","character varying","character"
"TREE_GRM_COMPONENT","micr_subptyp_grm_al_forest","smallint","double"
"LICHEN_LAB","countycd","smallint","double"
"SUBPLOT","rootsevcd_rmrs","smallint","double"
"BOUNDARY","subcycle","smallint","double"
"REF_RESEARCH_STATION","rs","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","comparison_type","character varying","character"
"REF_PLANT_DICTIONARY","genera_binomial_author","character varying","character"
"POP_PLOT_STRATUM_ASSGN","plot","integer","double"
"COND","sitetree_tree","smallint","double"
"COND","dwm_fuelbed_typcd","character varying","character"
"DWM_MICROPLOT_FUEL","lvhrbcd","smallint","double"
"REF_SIEQN","modified_date","timestamp without time zone","IDate"
"COUNTY","modified_date","timestamp without time zone","IDate"
"REF_HABTYP_PUBLICATION","author","character varying","character"
"REF_LICHEN_SPP_COMMENTS","spp_name","character varying","character"
"LICHEN_VISIT","lichen_statcd","smallint","double"
"VEG_SUBPLOT","veg_subp_status_cd_pre2004","smallint","double"
"LICHEN_PLOT_SUMMARY","diversity","numeric","double"
"REF_NVCS_HIERARCHY_STRCT","nvcs_level_1_note","character varying","character"
"TREE","statecd","smallint","double"
"POP_EVAL_ATTRIBUTE","created_date","timestamp without time zone","IDate"
"P2VEG_SUBPLOT_SPP","veg_fldspcd","character varying","character"
"COND_DWM_CALC","created_by","character varying","character"
"REF_RESEARCH_STATION","state_name","character varying","character"
"REF_POP_EVAL_TYP_DESCR","eval_typ_descr","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","attribute_nbr","character varying","character"
"DWM_COARSE_WOODY_DEBRIS","volcf_ac_cond","double precision","double"
"TREE_GRM_BEGIN","drybio_ag","double precision","double"
"SEEDLING","cn","character varying","character"
"LICHEN_VISIT","created_date","timestamp without time zone","IDate"
"PLOT","ecosubcd","character varying","character"
"COND_DWM_CALC","condprop_pile","numeric","double"
"REF_NVCS_LEVEL_5_CODES","hierarchy_level","smallint","double"
"INVASIVE_SUBPLOT_SPP","unique_sp_nbr","smallint","double"
"COND","carbon_litter","numeric","double"
"DWM_COARSE_WOODY_DEBRIS","cn","character varying","character"
"REF_FVS_LOC_NAME","modified_in_instance","character varying","character"
"REF_FOREST_TYPE_GROUP","pile_decay_ratio","numeric","double"
"OZONE_VALIDATION","created_by","character varying","character"
"TREE_GRM_COMPONENT","statecd","double precision","double"
"LICHEN_SPECIES_SUMMARY","created_by","character varying","character"
"REF_NVCS_LEVEL_3_CODES","primary_class","character varying","character"
"COND_DWM_CALC","cwd_drybio_unadj","double precision","double"
"SITETREE","sitree_fvs","smallint","double"
"REF_DAMAGE_AGENT_GROUP","code","integer","double"
"TREE","prevdia","numeric","double"
"TREE_GRM_COMPONENT","remvcfgs_forest","numeric","double"
"DWM_VISIT","measmon","smallint","double"
"REF_SPECIES","major_spgrpcd","smallint","double"
"REF_INTL_TO_DOYLE_FACTOR","modified_date","timestamp without time zone","IDate"
"PLOT","modified_in_instance","character varying","character"
"SUBPLOT","subp_status_cd","smallint","double"
"SITETREE","condid","smallint","double"
"DWM_FINE_WOODY_DEBRIS","large_tl_unadj","double precision","double"
"OZONE_BIOSITE_SUMMARY","modified_by","character varying","character"
"TREE_GRM_MIDPT","plt_cn","character varying","character"
"TREE","azimuth","smallint","double"
"TREE_GRM_MIDPT","cull","smallint","double"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_27","character varying","character"
"REF_NVCS_HIERARCHY_STRCT","created_in_instance","character varying","character"
"TREE","voltsgrs","numeric","double"
"EVALIDATOR_VARIABLE_LIBRARY","row_list","character","character"
"REF_DIFFERENCE_TEST_TOTALS","comment_14","text","character"
"SUBP_COND_CHNG_MTRX","prev_plt_cn","character varying","character"
"SOILS_LAB","qastatcd","smallint","double"
"REF_SPECIES","shared_common_name_ind","character varying","character"
"COND_DWM_CALC","condid","smallint","double"
"VEG_SUBPLOT","modified_in_instance","character varying","character"
"BEGINEND","modified_date","timestamp without time zone","IDate"
"PLOTSNAP","expinv","double precision","double"
"DWM_DUFF_LITTER_FUEL","subp","smallint","double"
"REF_NVCS_LEVEL_3_CODES","modified_in_instance","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_23","character varying","character"
"TREE_GRM_ESTN","invyr","smallint","double"
"LICHEN_SPECIES_SUMMARY","invyr","smallint","double"
"SURVEY","created_by","character varying","character"
"PLOT","invasive_specimen_rule_cd","smallint","double"
"REF_NVCS_LEVEL_6_CODES","meaning","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_32","character varying","character"
"COND_DWM_CALC","duff_depth","double precision","double"
"PLOT","microplot_loc","character varying","character"
"POP_STRATUM","stratumcd","integer","double"
"REF_FVS_LOC_NAME","manual_end","character varying","character"
"REF_UNIT","value","smallint","double"
"TREE_GRM_COMPONENT","subp_tpagrow_unadj_sl_timber","numeric","double"
"OZONE_PLOT","invyr","smallint","double"
"TREE_GRM_THRESHOLD","volcfsnd_stump","double precision","double"
"SUBPLOT","invasive_subp_status_cd","smallint","double"
"REF_GRM_TYPE","start_invyr","smallint","double"
"TREE","damsev1","smallint","double"
"GRND_CVR","subp","double precision","double"
"REF_INVASIVE_SPECIES","start_date","timestamp without time zone","IDate"
"COND_DWM_CALC","fwd_sm_tl_adj","numeric","double"
"REF_NVCS_HIERARCHY_STRCT","created_date","timestamp without time zone","IDate"
"TREE_GRM_ESTN","tparemv_unadj","numeric","double"
"COND","stdorgcd","smallint","double"
"TREE_GRM_COMPONENT","remvtsal_timber","numeric","double"
"VEG_SUBPLOT","plot","integer","double"
"REF_FIADB_VERSION","created_in_instance","character varying","character"
"OZONE_SPECIES_SUMMARY","svrty_mean","double precision","double"
"REF_TREE_DECAY_PROP","bark_loss_prop","numeric","double"
"SITETREE","cn","character varying","character"
"VEG_SUBPLOT_SPP","invyr","smallint","double"
"REF_SPECIES","genus","character varying","character"
"SITETREE","sibase_fvs","smallint","double"
"COND","trees_present_ners","smallint","double"
"TREE","cull_bf_rotten_cd","smallint","double"
"COND","fldtypcd","smallint","double"
"OZONE_VISIT","plt_cn","character varying","character"
"EVALIDATOR_LOG","row_name","character varying","character"
"BOUNDARY","modified_by","character varying","character"
"TREE_GRM_MIDPT","statecd","smallint","double"
"DWM_COARSE_WOODY_DEBRIS","volcf_ac_plot","double precision","double"
"VEG_SUBPLOT","rock_cover_pct","smallint","double"
"LICHEN_VISIT","ftrcd4","double precision","double"
"REF_NVCS_LEVEL_7_CODES","created_by","character varying","character"
"SOILS_LAB","ph_h2o","numeric","double"
"DWM_RESIDUAL_PILE","horiz_begndist","numeric","double"
"COND","carbon_understory_bg","numeric","double"
"TREE_GRM_BEGIN","created_by","character varying","character"
"SOILS_SAMPLE_LOC","ltrlrthke","double precision","double"
"DATAMART_TABLES","modified_date","timestamp without time zone","IDate"
"PLOTGEOM","plot","double precision","double"
"REF_GRM_TYPE","statecd","smallint","double"
"LICHEN_LAB","created_by","character varying","character"
"COND_DWM_CALC","fwd_md_drybio_unadj","double precision","double"
"OZONE_PLOT","cty_cn","character varying","character"
"COND_DWM_CALC","cycle","smallint","double"
"REF_GRM_TYPE","modified_date","timestamp without time zone","IDate"
"TREE","ht","smallint","double"
"PLOTSNAP","adj_expdwm_cwd","double precision","double"
"OZONE_PLOT","lat","numeric","double"
"COND_DWM_CALC","fwd_sm_cnt_cond","double precision","double"
"COND_DWM_CALC","cwd_lpa_adj","double precision","double"
"BOUNDARY","azmright","smallint","double"
"DWM_TRANSECT_SEGMENT","plt_cn","character varying","character"
"DWM_VISIT","qa_status","smallint","double"
"DWM_RESIDUAL_PILE","plt_cn","character varying","character"
"TREE_GRM_ESTN","plt_cn","character varying","character"
"OZONE_PLOT_SUMMARY","created_by","character varying","character"
"COND_DWM_CALC","cwd_tl_cond","numeric","double"
"REF_POP_ATTRIBUTE","eval_typ","character varying","character"
"SOILS_SAMPLE_LOC","ltrlrthk","double precision","double"
"OZONE_PLOT_SUMMARY","plotwet","double precision","double"
"REF_DAMAGE_AGENT","scientific_name","character varying","character"
"VEG_VISIT","created_by","character varying","character"
"TREE_GRM_THRESHOLD","volbfgrs","double precision","double"
"TREE","volcfsnd_stump","numeric","double"
"TREE_GRM_COMPONENT","subp_tpamort_unadj_sl_forest","numeric","double"
"OZONE_BIOSITE_SUMMARY","cn","character varying","character"
"DWM_DUFF_LITTER_FUEL","littdep","double precision","double"
"REF_NVCS_LEVEL_3_CODES","created_by","character varying","character"
"EVALIDATOR_VARIABLE_LIBRARY","modified_in_instance","character varying","character"
"TREE_GRM_THRESHOLD","created_date","timestamp without time zone","IDate"
"POP_EVAL_TYP","created_in_instance","character varying","character"
"P2VEG_SUBP_STRUCTURE","created_in_instance","character varying","character"
"REF_DIFFERENCE_TEST_TOTALS","created_date","timestamp without time zone","IDate"
"OZONE_SPECIES_SUMMARY","modified_by","character varying","character"
"TREE_GRM_BEGIN","wdldstem","smallint","double"
"REF_NVCS_LEVEL_8_CODES","modified_date","timestamp without time zone","IDate"
"PLOTSNAP","adj_expchng_micr","double precision","double"
"TREE","boughs_hrvst_ncrs","smallint","double"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_14","character varying","character"
"SOILS_VISIT","plot","integer","double"
"GRND_CVR","cycle","smallint","double"
"REF_NVCS_HIERARCHY_STRCT","modified_in_instance","character varying","character"
"COND_DWM_CALC","modified_in_instance","character varying","character"
"TREE","damage_agent_cd1_srs","integer","double"
"REF_NVCS_HIERARCHY_STRCT","nvcs_level_2_cd","character varying","character"
"COND_DWM_CALC","pile_sample_area_cond","numeric","double"
"PLOT","statecd","smallint","double"
"SOILS_EROSION","typrtdcd","double precision","double"
"VEG_PLOT_SPECIES","unique_sp_nbr","smallint","double"
"COND_DWM_CALC","fwd_sm_volcf_adj","double precision","double"
"REF_NVCS_LEVEL_2_CODES","modified_date","timestamp without time zone","IDate"
"REF_DIFFERENCE_TEST_TOTALS","comment_23","text","character"
"PLOT","samp_method_cd","smallint","double"
"VEG_SUBPLOT","lichen_cover_pct","smallint","double"
"POP_EVAL_GRP","modified_in_instance","character varying","character"
"OZONE_SPECIES_SUMMARY","biospcd","double precision","double"
"REF_OWNGRPCD","modified_by","character varying","character"
"TREE","gst_pnwrs","character varying","character"
"DWM_VISIT","created_by","character varying","character"
"VEG_VISIT","qa_status","smallint","double"
"COND","trtyr1","smallint","double"
"COND","siteclcd","smallint","double"
"TREE_GRM_BEGIN","drybio_stump_bark","double precision","double"
"TREE_GRM_THRESHOLD","drybio_bole_bark","double precision","double"
"REF_LICHEN_SPP_COMMENTS","created_date","timestamp without time zone","IDate"
"PLOTSNAP","invyr","smallint","double"
"REF_GRND_LYR","functional_group_cd","character varying","character"
"TREE_GRM_BEGIN","roughcull","smallint","double"
"POP_PLOT_STRATUM_ASSGN","stratum_cn","character varying","character"
"TREE","bfsndcd_ners","smallint","double"
"SEEDLING_REGEN","invyr","smallint","double"
"TREE","severity2_cd_pnwrs","smallint","double"
"TREE_WOODLAND_STEMS","subcycle","smallint","double"
"DWM_COARSE_WOODY_DEBRIS","volcf_ac_unadj","double precision","double"
"SITETREE","created_date","timestamp without time zone","IDate"
"REF_POP_ATTRIBUTE","growth_acct","character varying","character"
"OZONE_BIOSITE_SUMMARY","measyear","smallint","double"
"SURVEY","cycle","smallint","double"
"FIA_REPORTING_LOG","session_date","timestamp without time zone","IDate"
"EVALIDATOR_POP_ESTIMATE","condtreeseed","character varying","character"
"COND","habtypcd2_descr_pub_cd","character varying","character"
"TREE","centroid_dia_ht","numeric","double"
"POP_EVAL","notes","character varying","character"
"POP_ESTN_UNIT","created_date","timestamp without time zone","IDate"
"INVASIVE_SUBPLOT_SPP","countycd","smallint","double"
"REF_PLANT_DICTIONARY","xsubspecies","character varying","character"
"TREE_GRM_BEGIN","created_date","timestamp without time zone","IDate"
"REF_POP_ATTRIBUTE","attribute_descr","character varying","character"
"REF_DAMAGE_AGENT","threshold","character varying","character"
"REF_POP_EVAL_TYP_DESCR","modified_date","timestamp without time zone","IDate"
"SUBPLOT","slope","smallint","double"
"TREE","unknown_damtyp1_pnwrs","smallint","double"
"REF_GRND_LYR","carbon_pct","numeric","double"
"TREE_WOODLAND_STEMS","modified_in_instance","character varying","character"
"COND","harvest_type1_srs","smallint","double"
"SUBP_COND","unitcd","smallint","double"
"LICHEN_PLOT_SUMMARY","plot","integer","double"
"VEG_PLOT_SPECIES","cn","character varying","character"
"REF_NVCS_LEVEL_7_CODES","modified_in_instance","character varying","character"
"TREE","tpa_unadj","numeric","double"
"TREE_GRM_BEGIN","drybio_sawlog","double precision","double"
"OZONE_PLOT_SUMMARY","modified_date","timestamp without time zone","IDate"
"REF_FVS_VAR_NAME","manual_end","character varying","character"
"TREE","volcfsnd","numeric","double"
"TREE","coneprescd2","smallint","double"
"DWM_MICROPLOT_FUEL","plot","integer","double"
"POP_EVAL","modified_in_instance","character varying","character"
"SUBPLOT","ground_tran_pts_notsamp_rmrs","smallint","double"
"DWM_TRANSECT_SEGMENT","transect","smallint","double"
"TREE_WOODLAND_STEMS","created_date","timestamp without time zone","IDate"
"TREE_GRM_THRESHOLD","diahtcd","smallint","double"
"VEG_QUADRAT","subp","smallint","double"
"DWM_RESIDUAL_PILE","pile","double precision","double"
"COND","nf_cond_nonsample_reasn_cd","smallint","double"
"TREE_GRM_ESTN","m","numeric","double"
"REF_INVASIVE_SPECIES","created_by","character varying","character"
"VEG_SUBPLOT_SPP","modified_date","timestamp without time zone","IDate"
"TREE_GRM_BEGIN","voltsgrs_bark","double precision","double"
"EVALIDATOR_POP_ESTIMATE","modified_by","character varying","character"
"SOILS_SAMPLE_LOC","soils_statcd","smallint","double"
"POP_STRATUM","expns","double precision","double"
"DWM_RESIDUAL_PILE","modified_in_instance","character varying","character"
"REF_HABTYP_DESCRIPTION","created_in_instance","character varying","character"
"FIA_REPORTING_LOG","filter","character varying","character"
"REF_FOREST_TYPE_GROUP","fwd_large_qmd","numeric","double"
"OZONE_VALIDATION","qastatcd","smallint","double"
"REF_NVCS_LEVEL_6_CODES","modified_by","character varying","character"
"POP_EVAL","created_date","timestamp without time zone","IDate"
"POP_ESTN_UNIT","modified_by","character varying","character"
"TREE_GRM_THRESHOLD","plt_cn","character varying","character"
"REF_SPECIES_GROUP","name","character varying","character"
"TREE","p2a_grm_flg","character varying","character"
"VEG_SUBPLOT","litter_duff_cover_pct","smallint","double"
"PLOTSNAP","lat","numeric","double"
"SEEDLING_REGEN","modified_by","character varying","character"
"COND","nvcs_level_5_cd","character varying","character"
"TREE_GRM_MIDPT","volcfsnd_stump_bark","double precision","double"
"REF_TREE_CARBON_RATIO_DEAD","sftwd_hrdwd","character varying","character"
"REF_DIFFERENCE_TEST_TOTALS","comment_5","text","character"
"REF_NVCS_LEVEL_7_CODES","primary_class","character varying","character"
"COND_DWM_CALC","avg_wood_density","numeric","double"
"SOILS_LAB","plot","integer","double"
"REF_FVS_VAR_NAME","modified_in_instance","character varying","character"
"OZONE_SPECIES_SUMMARY","aspect","smallint","double"
"SOILS_LAB","exchng_pb","numeric","double"
"SUBP_COND","created_in_instance","character varying","character"
"REF_NVCS_LEVEL_1_CODES","note","character varying","character"
"REF_SPECIES","cwd_decay_ratio1","numeric","double"
"OZONE_VISIT","split_plotid","smallint","double"
"LICHEN_VISIT","hrdwdpct","smallint","double"
"P2VEG_SUBPLOT_SPP","created_by","character varying","character"
"COND_DWM_CALC","cwd_tl_unadj","numeric","double"
"REF_DIFFERENCE_TEST_TOTALS","comparison_type","text","character"
"SUBPLOT","prev_statuscd_rmrs","smallint","double"
"OZONE_PLOT_SUMMARY","soildpth","double precision","double"
"VEG_VISIT","created_in_instance","character varying","character"
"BOUNDARY","modified_date","timestamp without time zone","IDate"
"TREE_GRM_COMPONENT","modified_in_instance","character varying","character"
"TREE_GRM_THRESHOLD","statecd","smallint","double"
"REF_UNIT","modified_date","timestamp without time zone","IDate"
"COND_DWM_CALC","litter_biomass","double precision","double"
"GRND_CVR","plt_cn","character varying","character"
"REF_NVCS_LEVEL_8_CODES","nvcs_code","character varying","character"
"VEG_QUADRAT","cn","character varying","character"
"SUBP_COND","nonfr_incl_pct_macro","smallint","double"
"TREE_GRM_BEGIN","modified_date","timestamp without time zone","IDate"
"COND","carbon_down_dead","numeric","double"
"P2VEG_SUBP_STRUCTURE","modified_date","timestamp without time zone","IDate"
"PLOTGEOM","huc","double precision","double"
"REF_DIFFERENCE_TEST_PER_ACRE","modified_date","timestamp without time zone","IDate"
"LICHEN_SPECIES_SUMMARY","genus","character varying","character"
"DWM_DUFF_LITTER_FUEL","plt_cn","character varying","character"
"PLOTSNAP","subpanel","smallint","double"
"REF_PLANT_DICTIONARY","growth_habit","character varying","character"
"REF_HABTYP_DESCRIPTION","cn","character varying","character"
"DWM_FINE_WOODY_DEBRIS","small_tl_cond","double precision","double"
"REF_DIFFERENCE_TEST_TOTALS","attribute_nbr","character varying","character"
"SEEDLING_REGEN","spcd","double precision","double"
"PLOTSNAP","measyear","smallint","double"
"POP_STRATUM","adj_factor_inv_subp","double precision","double"
"SEEDLING","damage_agent_cd1_srs","integer","double"
"OZONE_PLOT_SUMMARY","lon","numeric","double"
"DWM_COARSE_WOODY_DEBRIS","cover_pct","double precision","double"
"FIA_REPORTING_LOG","created_by","character varying","character"
"SITETREE","sieqn_ref_cd","character varying","character"
"POP_PLOT_STRATUM_ASSGN","created_by","character varying","character"
"REF_PLANT_DICTIONARY","notes","character varying","character"
"TREE","cullcf","smallint","double"
"COND","nvcs_level_7_cd","character varying","character"
"EVALIDATOR_POP_ESTIMATE","estn_attribute","character varying","character"
"EVALIDATOR_LOG","radius","double precision","double"
"COND_DWM_CALC","pile_sample_area_unadj","numeric","double"
"SUBPLOT_REGEN","created_in_instance","character varying","character"
"COND_DWM_CALC","fwd_md_tl_cond","numeric","double"
"TREE","subcycle","smallint","double"
"POP_EVAL_GRP","statecd","smallint","double"
"DWM_VISIT","plt_cn","character varying","character"
"VEG_SUBPLOT_SPP","veg_fldspcd","character varying","character"
"TREE","drybio_stump","numeric","double"
"TREE_GRM_BEGIN","cullmstop","smallint","double"
"TREE","cavity_use_pnwrs","character varying","character"
"COND","ground_land_class_pnw","character varying","character"
"REF_CITATION","created_in_instance","character varying","character"
"DWM_RESIDUAL_PILE","modified_by","character varying","character"
"REF_INTL_TO_DOYLE_FACTOR","softwood","character varying","character"
"REF_NVCS_LEVEL_2_CODES","nvcs_code","character varying","character"
"COND_DWM_CALC","fwd_lg_tl_cond","numeric","double"
"DWM_VISIT","modified_by","character varying","character"
"DWM_FINE_WOODY_DEBRIS","slope","smallint","double"
"REF_RESEARCH_STATION","created_date","timestamp without time zone","IDate"
"SUBPLOT_REGEN","plt_cn","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_1","character varying","character"
"BOUNDARY","azmleft","smallint","double"
"COND","stnd_cond_cd_pnwrs","smallint","double"
"REF_DIFFERENCE_TEST_TOTALS","comment_7","text","character"
"TREE_GRM_THRESHOLD","volcfsnd_bark","double precision","double"
"TREE_GRM_COMPONENT","dia_end","numeric","double"
"SOILS_SAMPLE_LOC","modified_date","timestamp without time zone","IDate"
"LICHEN_LAB","modified_by","character varying","character"
"TREE","htcalc","smallint","double"
"REF_FIADB_VERSION","version","character varying","character"
"SITETREE","site_age_tree_type_pnwrs","smallint","double"
"DWM_FINE_WOODY_DEBRIS","plt_cn","character varying","character"
"PLOT_REGEN","unitcd","smallint","double"
"VEG_SUBPLOT_SPP","cn","character varying","character"
"SITETREE","unitcd","smallint","double"
"DATAMART_MOST_RECENT_INV","comments","character varying","character"
"REF_INVASIVE_SPECIES","manual_end","numeric","double"
"COND","unitcd","smallint","double"
"DWM_DUFF_LITTER_FUEL","created_date","timestamp without time zone","IDate"
"REF_HABTYP_PUBLICATION","created_by","character varying","character"
"PLOTSNAP","elev","integer","double"
"VEG_QUADRAT","condid","smallint","double"
"TREE_GRM_THRESHOLD","modified_date","timestamp without time zone","IDate"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_15","character varying","character"
"REF_LICHEN_SPECIES","yearstart","smallint","double"
"SEEDLING_REGEN","modified_in_instance","character varying","character"
"GRND_CVR","created_date","timestamp without time zone","IDate"
"PLOTGEOM","cn","character varying","character"
"COND_DWM_CALC","fwd_md_volcf_cond","double precision","double"
"TREE","severity1_cd_pnwrs","smallint","double"
"REF_DIFFERENCE_TEST_TOTALS","sql_col_17","text","character"
"TREE","sawht","smallint","double"
"PLOTSNAP","macro_breakpoint_dia","smallint","double"
"TREE_GRM_THRESHOLD","cullmstop","smallint","double"
"TREE_GRM_BEGIN","volcsgrs_bark","double precision","double"
"REF_HABTYP_DESCRIPTION","modified_date","timestamp without time zone","IDate"
"COND_DWM_CALC","fwd_lg_carbon_cond","double precision","double"
"TREE_GRM_COMPONENT","micr_tpagrow_unadj_al_timber","numeric","double"
"POP_STRATUM","p1pointcnt","bigint","integer64"
"REF_NVCS_LEVEL_6_CODES","created_date","timestamp without time zone","IDate"
"OZONE_SPECIES_SUMMARY","pltdstrb","double precision","double"
"REF_SPECIES","mc_pct_green_bark","numeric","double"
"EVALIDATOR_POP_ESTIMATE","estn_units_display","character varying","character"
"DATAMART_MOST_RECENT_INV","stateab","character varying","character"
"BEGINEND","oneortwo","double precision","double"
"REF_NVCS_HIERARCHY_STRCT","nvcs_level_7_meaning","character varying","character"
"OZONE_SPECIES_SUMMARY","ground_loc_cd","smallint","double"
"P2VEG_SUBPLOT_SPP","plt_cn","character varying","character"
"LICHEN_VISIT","plt_cn","character varying","character"
"SUBPLOT","subpcond","smallint","double"
"PLOTSNAP","expregen","double precision","double"
"OZONE_SPECIES_SUMMARY","created_by","character varying","character"
"TREE","dia_est_pnwrs","numeric","double"
"TREE","htcd","smallint","double"
"VEG_SUBPLOT_SPP","plot","integer","double"
"REF_SIEQN","sieqn_ref_cd","character varying","character"
"LICHEN_VISIT","created_in_instance","character varying","character"
"TREE_GRM_MIDPT","voltssnd_bark","double precision","double"
"COUNTY","unitcd","smallint","double"
"REF_LICHEN_SPP_COMMENTS","modified_by","character varying","character"
"REF_FIADB_VERSION","modified_in_instance","character varying","character"
"OZONE_VISIT","created_date","timestamp without time zone","IDate"
"SOILS_LAB","modified_date","timestamp without time zone","IDate"
"REF_NVCS_LEVEL_5_CODES","note","character varying","character"
"FIA_REPORTING_LOG","created_in_instance","character varying","character"
"SOILS_SAMPLE_LOC","measyear","smallint","double"
"SURVEY","modified_by","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_16","character varying","character"
"REF_FOREST_TYPE_GROUP","meaning","character varying","character"
"DWM_RESIDUAL_PILE","ppa_plot","double precision","double"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_9","character varying","character"
"REF_INVASIVE_SPECIES","cn","character varying","character"
"DWM_TRANSECT_SEGMENT","segmnt_status_cd","smallint","double"
"REF_NVCS_LEVEL_3_CODES","created_in_instance","character varying","character"
"TREE_GRM_COMPONENT","growcfal_forest","numeric","double"
"TREE","bhage","smallint","double"
"REF_NVCS_LEVEL_6_CODES","cn","character varying","character"
"TREE_GRM_COMPONENT","micr_tparemv_unadj_al_timber","numeric","double"
"SOILS_SAMPLE_LOC","modified_in_instance","character varying","character"
"PLOTSNAP","adj_expdwm_pile","double precision","double"
"COND","maicf","numeric","double"
"BOUNDARY","created_in_instance","character varying","character"
"POP_STRATUM","cn","character varying","character"
"TREE_GRM_ESTN","dia_threshold","numeric","double"
"PLOT","p2panel","smallint","double"
"TREE","statuscd","smallint","double"
"TREE_GRM_COMPONENT","subp_component_gs_forest","character varying","character"
"SUBPLOT","ground_tran_pts_litter_rmrs","smallint","double"
"SUBP_COND","subcycle","smallint","double"
"TREE","mortcd","smallint","double"
"PLOTGEOM","congcd","double precision","double"
"TREE","prevdia_fld","double precision","double"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_25","character varying","character"
"POP_EVAL_ATTRIBUTE","cn","character varying","character"
"DATAMART_TABLES","created_date","timestamp without time zone","IDate"
"COND","stdszcd","smallint","double"
"TREE","inc10yr_pnwrs","smallint","double"
"SUBPLOT","invasive_nonsample_reasn_cd","smallint","double"
"TREE_GRM_COMPONENT","created_in_instance","character varying","character"
"VEG_PLOT_SPECIES","specimen_collected","character","character"
"TREE_GRM_THRESHOLD","decaycd","smallint","double"
"EVALIDATOR_ESTIMATE_GRP","estimate_grp_descr","character varying","character"
"SOILS_EROSION","soilspct","double precision","double"
"VEG_SUBPLOT","vvt_cn","character varying","character"
"REF_SPECIES","cwd_decay_ratio4","numeric","double"
"VEG_SUBPLOT","total_canopy_cover_layer_2","smallint","double"
"TREE","created_by","character varying","character"
"P2VEG_SUBPLOT_SPP","growth_habit_cd","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","created_date","timestamp without time zone","IDate"
"TREE_GRM_ESTN","estimate","character varying","character"
"OZONE_BIOSITE_SUMMARY","modified_in_instance","character varying","character"
"LICHEN_VISIT","smplstp","smallint","double"
"TREE_GRM_MIDPT","volcfgrs_top","double precision","double"
"SUBPLOT","plt_cn","character varying","character"
"EVALIDATOR_VARIABLE_LIBRARY","type_var","double precision","double"
"SUBP_COND_CHNG_MTRX","subp","smallint","double"
"REF_DAMAGE_AGENT_GROUP","modified_by","character varying","character"
"REF_SPECIES","subspecies","character varying","character"
"REF_PLANT_DICTIONARY","subvariety","character varying","character"
"REF_DIFFERENCE_TEST_TOTALS","sql_col_7","text","character"
"COND_DWM_CALC","countycd","smallint","double"
"SURVEY","invyr","smallint","double"
"TREE_GRM_BEGIN","drybio_bg","double precision","double"
"DWM_COARSE_WOODY_DEBRIS","cwd_sample_method","character varying","character"
"COND_DWM_CALC","condprop_fwd_sm","numeric","double"
"DWM_COARSE_WOODY_DEBRIS","plot","integer","double"
"TREE_GRM_ESTN","g_c","numeric","double"
"SUBP_COND_CHNG_MTRX","modified_date","timestamp without time zone","IDate"
"REF_POP_EVAL_TYP_DESCR","cn","character varying","character"
"LICHEN_SPECIES_SUMMARY","frequency_pct","smallint","double"
"REF_PLANT_DICTIONARY","category","character varying","character"
"COND","sdimax_rmrs","smallint","double"
"OZONE_PLOT","modified_date","timestamp without time zone","IDate"
"TREE","spgrpcd","smallint","double"
"EVALIDATOR_VARIABLE_LIBRARY","created_date","timestamp without time zone","IDate"
"REF_FOREST_TYPE_GROUP","fwd_decay_ratio","numeric","double"
"TREE","tree_grade_ncrs","smallint","double"
"SEEDLING","countycd","smallint","double"
